,_id,Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
482,65c21d0abf85afd03721ad5d,446.0,24.0,79.0,162.0,11.64,967.0,712.0,56.0,56.14403068
483,65c21d0abf85afd03721ad5e,446.0,24.0,79.0,162.0,11.64,967.0,712.0,56.0,55.25460664
484,65c21d0abf85afd03721ad5f,446.0,24.0,79.0,162.0,10.3,967.0,712.0,56.0,54.76507868
485,65c21d0abf85afd03721ad60,387.0,20.0,94.0,157.0,14.32,938.0,845.0,28.0,50.23522136
486,65c21d0abf85afd03721ad61,387.0,20.0,94.0,157.0,13.93,938.0,845.0,28.0,46.68441996
487,65c21d0abf85afd03721ad62,387.0,20.0,94.0,157.0,11.61,938.0,845.0,28.0,46.68441996
488,65c21d0abf85afd03721ad63,387.0,20.0,94.0,157.0,14.32,938.0,845.0,3.0,22.752708
489,65c21d0abf85afd03721ad64,387.0,20.0,94.0,157.0,13.93,938.0,845.0,3.0,25.510612
490,65c21d0abf85afd03721ad65,387.0,20.0,94.0,157.0,11.61,938.0,845.0,3.0,34.77027468
491,65c21d0abf85afd03721ad66,387.0,20.0,94.0,157.0,14.32,938.0,845.0,7.0,36.83870268
492,65c21d0abf85afd03721ad67,387.0,20.0,94.0,157.0,13.93,938.0,845.0,7.0,45.89841732
493,65c21d0abf85afd03721ad68,387.0,20.0,94.0,157.0,11.61,938.0,845.0,7.0,41.66503468
494,65c21d0abf85afd03721ad69,387.0,20.0,94.0,157.0,14.32,938.0,845.0,56.0,56.33708396
495,65c21d0abf85afd03721ad6a,387.0,20.0,94.0,157.0,13.93,938.0,845.0,56.0,47.96684532
496,65c21d0abf85afd03721ad6b,387.0,20.0,94.0,157.0,11.61,938.0,845.0,56.0,61.45989064
497,65c21d0abf85afd03721ad6c,355.0,19.0,97.0,145.0,13.13,967.0,871.0,28.0,44.02993736
498,65c21d0abf85afd03721ad6d,355.0,19.0,97.0,145.0,12.25,967.0,871.0,28.0,55.45455468
499,65c21d0abf85afd03721ad6e,491.0,26.0,123.0,210.0,3.93,882.0,699.0,28.0,55.55108132
500,65c21d0abf85afd03721ad6f,491.0,26.0,123.0,201.0,3.93,822.0,699.0,28.0,57.915984
501,65c21d0abf85afd03721ad70,491.0,26.0,123.0,210.0,3.93,882.0,699.0,3.0,25.6091085695
502,65c21d0abf85afd03721ad71,491.0,26.0,123.0,210.0,3.93,882.0,699.0,7.0,33.4888342847
503,65c21d0abf85afd03721ad72,491.0,26.0,123.0,210.0,3.93,882.0,699.0,56.0,59.5904257153
504,65c21d0abf85afd03721ad73,491.0,26.0,123.0,201.0,3.93,822.0,699.0,3.0,29.5489714305
505,65c21d0abf85afd03721ad74,491.0,26.0,123.0,201.0,3.93,822.0,699.0,7.0,37.92118
506,65c21d0abf85afd03721ad75,491.0,26.0,123.0,201.0,3.93,822.0,699.0,56.0,61.8558468542
507,65c21d0abf85afd03721ad76,424.0,22.0,132.0,178.0,8.48,822.0,750.0,28.0,62.05284
508,65c21d0abf85afd03721ad77,424.0,22.0,132.0,178.0,8.48,882.0,750.0,3.0,32.0113857153
509,65c21d0abf85afd03721ad78,424.0,22.0,132.0,168.0,8.92,822.0,750.0,28.0,72.09850532
510,65c21d0abf85afd03721ad79,424.0,22.0,132.0,178.0,8.48,822.0,750.0,7.0,39.0046422847
511,65c21d0abf85afd03721ad7a,424.0,22.0,132.0,178.0,8.48,822.0,750.0,56.0,65.6972131458
512,65c21d0abf85afd03721ad7b,424.0,22.0,132.0,168.0,8.92,822.0,750.0,3.0,32.1098822847
513,65c21d0abf85afd03721ad7c,424.0,22.0,132.0,168.0,8.92,822.0,750.0,7.0,40.2850977153
514,65c21d0abf85afd03721ad7d,424.0,22.0,132.0,168.0,8.92,822.0,750.0,56.0,74.3649114581
515,65c21d0abf85afd03721ad7e,202.0,11.0,141.0,206.0,1.72,942.0,801.0,28.0,21.96670536
516,65c21d0abf85afd03721ad7f,202.0,11.0,141.0,206.0,1.72,942.0,801.0,3.0,9.8496571458
517,65c21d0abf85afd03721ad80,202.0,11.0,141.0,206.0,1.72,942.0,801.0,7.0,15.0699754305
518,65c21d0abf85afd03721ad81,202.0,11.0,141.0,206.0,1.72,942.0,801.0,56.0,23.2451908542
519,65c21d0abf85afd03721ad82,284.0,15.0,141.0,179.0,5.46,842.0,801.0,28.0,43.73346268
520,65c21d0abf85afd03721ad83,284.0,15.0,141.0,179.0,5.46,842.0,801.0,3.0,13.3955337153
521,65c21d0abf85afd03721ad84,284.0,15.0,141.0,179.0,5.46,842.0,801.0,7.0,24.13166
522,65c21d0abf85afd03721ad85,284.0,15.0,141.0,179.0,5.46,842.0,801.0,56.0,44.5204502847
523,65c21d0abf85afd03721ad86,359.0,19.0,141.0,154.0,10.91,942.0,801.0,28.0,62.93536928
524,65c21d0abf85afd03721ad87,359.0,19.0,141.0,154.0,10.91,942.0,801.0,28.0,59.49488404
525,65c21d0abf85afd03721ad88,359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,25.1166257153
526,65c21d0abf85afd03721ad89,359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,23.6391771458
527,65c21d0abf85afd03721ad8a,359.0,19.0,141.0,154.0,10.91,942.0,801.0,7.0,35.7542554305
528,65c21d0abf85afd03721ad8b,359.0,19.0,141.0,154.0,10.91,942.0,801.0,7.0,38.610656
529,65c21d0abf85afd03721ad8c,359.0,19.0,141.0,154.0,10.91,942.0,801.0,56.0,68.7506068542
530,65c21d0abf85afd03721ad8d,359.0,19.0,141.0,154.0,10.91,942.0,801.0,56.0,66.7806754305
531,65c21d0abf85afd03721ad8e,436.0,0.0,0.0,218.0,0.0,838.4,719.7,28.0,23.84897484
532,65c21d0abf85afd03721ad8f,289.0,0.0,0.0,192.0,0.0,913.2,895.3,90.0,32.068218236
533,65c21d0abf85afd03721ad90,289.0,0.0,0.0,192.0,0.0,913.2,895.3,3.0,11.654902304
534,65c21d0abf85afd03721ad91,393.0,0.0,0.0,192.0,0.0,940.6,785.6,3.0,19.199148696
535,65c21d0abf85afd03721ad92,393.0,0.0,0.0,192.0,0.0,940.6,785.6,90.0,48.846616696
536,65c21d0abf85afd03721ad93,393.0,0.0,0.0,192.0,0.0,940.6,785.6,28.0,39.604880392
537,65c21d0abf85afd03721ad94,480.0,0.0,0.0,192.0,0.0,936.2,712.2,28.0,43.942373908
538,65c21d0abf85afd03721ad95,480.0,0.0,0.0,192.0,0.0,936.2,712.2,7.0,34.569637164
539,65c21d0abf85afd03721ad96,480.0,0.0,0.0,192.0,0.0,936.2,712.2,90.0,54.315540328
540,65c21d0abf85afd03721ad97,480.0,0.0,0.0,192.0,0.0,936.2,712.2,3.0,24.404692496
541,65c21d0abf85afd03721ad98,333.0,0.0,0.0,192.0,0.0,931.2,842.6,3.0,15.615941924
542,65c21d0abf85afd03721ad99,255.0,0.0,0.0,192.0,0.0,889.8,945.0,90.0,21.859147104
543,65c21d0abf85afd03721ad9a,255.0,0.0,0.0,192.0,0.0,889.8,945.0,7.0,10.222171176
544,65c21d0abf85afd03721ad9b,289.0,0.0,0.0,192.0,0.0,913.2,895.3,7.0,14.596896396
545,65c21d0abf85afd03721ad9c,255.0,0.0,0.0,192.0,0.0,889.8,945.0,28.0,18.746162964
546,65c21d0abf85afd03721ad9d,333.0,0.0,0.0,192.0,0.0,931.2,842.6,28.0,31.966865264
547,65c21d0abf85afd03721ad9e,333.0,0.0,0.0,192.0,0.0,931.2,842.6,7.0,23.404952296
548,65c21d0abf85afd03721ad9f,289.0,0.0,0.0,192.0,0.0,913.2,895.3,28.0,25.573354316
549,65c21d0abf85afd03721ada0,333.0,0.0,0.0,192.0,0.0,931.2,842.6,90.0,41.680203152
550,65c21d0abf85afd03721ada1,393.0,0.0,0.0,192.0,0.0,940.6,785.6,7.0,27.742445812
551,65c21d0abf85afd03721ada2,255.0,0.0,0.0,192.0,0.0,889.8,945.0,3.0,8.204074924
552,65c21d0abf85afd03721ada3,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7.0,9.617500724
553,65c21d0abf85afd03721ada4,239.6,359.4,0.0,185.7,0.0,941.6,664.3,7.0,25.422359072
554,65c21d0abf85afd03721ada5,238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7.0,15.691094808
555,65c21d0abf85afd03721ada6,181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28.0,27.935499092
556,65c21d0abf85afd03721ada7,193.5,290.2,0.0,185.7,0.0,998.2,704.3,28.0,32.626693796
557,65c21d0abf85afd03721ada8,255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7.0,17.236210524
558,65c21d0abf85afd03721ada9,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7.0,19.765208492
559,65c21d0abf85afd03721adaa,239.6,359.4,0.0,185.7,0.0,941.6,664.3,28.0,39.435269296
560,65c21d0abf85afd03721adab,220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28.0,25.74503384
561,65c21d0abf85afd03721adac,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28.0,33.082437432
562,65c21d0abf85afd03721adad,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7.0,24.065470304
563,65c21d0abf85afd03721adae,210.7,316.1,0.0,185.7,0.0,977.0,689.3,7.0,21.819846972
564,65c21d0abf85afd03721adaf,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28.0,21.066249704
565,65c21d0abf85afd03721adb0,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7.0,14.843728804
566,65c21d0abf85afd03721adb1,255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28.0,32.051670812
567,65c21d0abf85afd03721adb2,203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7.0,11.957582268
568,65c21d0abf85afd03721adb3,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7.0,25.447869684
569,65c21d0abf85afd03721adb4,381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28.0,22.489328168
570,65c21d0abf85afd03721adb5,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28.0,25.216895224
571,65c21d0abf85afd03721adb6,228.0,342.1,0.0,185.7,0.0,955.8,674.3,28.0,39.699338604
572,65c21d0abf85afd03721adb7,220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7.0,13.089012384
573,65c21d0abf85afd03721adb8,316.1,210.7,0.0,185.7,0.0,977.0,689.3,28.0,38.70028788
574,65c21d0abf85afd03721adb9,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7.0,7.507014688
575,65c21d0abf85afd03721adba,238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28.0,17.576122192
576,65c21d0abf85afd03721adbb,339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7.0,21.179323768
577,65c21d0abf85afd03721adbc,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28.0,18.19871902
578,65c21d0abf85afd03721adbd,193.5,290.2,0.0,185.7,0.0,998.2,704.3,7.0,17.200357772
579,65c21d0abf85afd03721adbe,203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28.0,22.629981272
580,65c21d0abf85afd03721adbf,290.2,193.5,0.0,185.7,0.0,998.2,704.3,7.0,21.859147104
581,65c21d0abf85afd03721adc0,181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7.0,12.37264682
582,65c21d0abf85afd03721adc1,170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28.0,25.726417988
583,65c21d0abf85afd03721adc2,210.7,316.1,0.0,185.7,0.0,977.0,689.3,28.0,37.813621744
584,65c21d0abf85afd03721adc3,228.0,342.1,0.0,185.7,0.0,955.8,674.3,7.0,21.917063088
585,65c21d0abf85afd03721adc4,290.2,193.5,0.0,185.7,0.0,998.2,704.3,28.0,33.0431373
586,65c21d0abf85afd03721adc5,381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7.0,14.54104884
587,65c21d0abf85afd03721adc6,238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28.0,26.91369566
588,65c21d0abf85afd03721adc7,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7.0,7.995853172
589,65c21d0abf85afd03721adc8,339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28.0,31.899986092
590,65c21d0abf85afd03721adc9,238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7.0,10.335934716
591,65c21d0abf85afd03721adca,252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28.0,19.765208492
592,65c21d0abf85afd03721adcb,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28.0,37.437857324
593,65c21d0abf85afd03721adcc,252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7.0,11.483912256
594,65c21d0abf85afd03721adcd,316.1,210.7,0.0,185.7,0.0,977.0,689.3,7.0,24.437787344
595,65c21d0abf85afd03721adce,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28.0,17.596806472
596,65c21d0abf85afd03721adcf,170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7.0,10.730314988
597,65c21d0abf85afd03721add0,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28.0,31.38150014
598,65c21d0abf85afd03721add1,339.0,0.0,0.0,197.0,0.0,968.0,781.0,3.0,13.22414968
599,65c21d0abf85afd03721add2,339.0,0.0,0.0,197.0,0.0,968.0,781.0,7.0,20.96696516
600,65c21d0abf85afd03721add3,339.0,0.0,0.0,197.0,0.0,968.0,781.0,14.0,27.04124872
601,65c21d0abf85afd03721add4,339.0,0.0,0.0,197.0,0.0,968.0,781.0,28.0,32.03994972
602,65c21d0abf85afd03721add5,339.0,0.0,0.0,197.0,0.0,968.0,781.0,90.0,35.17017076
603,65c21d0abf85afd03721add6,339.0,0.0,0.0,197.0,0.0,968.0,781.0,180.0,36.44570136
604,65c21d0abf85afd03721add7,339.0,0.0,0.0,197.0,0.0,968.0,781.0,365.0,38.89334116
605,65c21d0abf85afd03721add8,236.0,0.0,0.0,194.0,0.0,968.0,885.0,3.0,6.46728488
606,65c21d0abf85afd03721add9,236.0,0.0,0.0,194.0,0.0,968.0,885.0,14.0,12.83804312
607,65c21d0abf85afd03721adda,236.0,0.0,0.0,194.0,0.0,968.0,885.0,28.0,18.41590396
608,65c21d0abf85afd03721addb,236.0,0.0,0.0,194.0,0.0,968.0,885.0,90.0,21.94602108
609,65c21d0abf85afd03721addc,236.0,0.0,0.0,193.0,0.0,968.0,885.0,180.0,24.10408096
610,65c21d0abf85afd03721addd,236.0,0.0,0.0,193.0,0.0,968.0,885.0,365.0,25.08313688
611,65c21d0abf85afd03721adde,277.0,0.0,0.0,191.0,0.0,968.0,856.0,14.0,21.26343984
612,65c21d0abf85afd03721addf,277.0,0.0,0.0,191.0,0.0,968.0,856.0,28.0,25.96566616
613,65c21d0abf85afd03721ade0,277.0,0.0,0.0,191.0,0.0,968.0,856.0,3.0,11.36256448
614,65c21d0abf85afd03721ade1,277.0,0.0,0.0,191.0,0.0,968.0,856.0,90.0,31.25394708
615,65c21d0abf85afd03721ade2,277.0,0.0,0.0,191.0,0.0,968.0,856.0,180.0,32.32952964
616,65c21d0abf85afd03721ade3,277.0,0.0,0.0,191.0,0.0,968.0,856.0,360.0,33.70158688
617,65c21d0abf85afd03721ade4,254.0,0.0,0.0,198.0,0.0,968.0,863.0,3.0,9.307926
618,65c21d0abf85afd03721ade5,254.0,0.0,0.0,198.0,0.0,968.0,863.0,90.0,26.94472208
619,65c21d0abf85afd03721ade6,254.0,0.0,0.0,198.0,0.0,968.0,863.0,180.0,27.62730332
620,65c21d0abf85afd03721ade7,254.0,0.0,0.0,198.0,0.0,968.0,863.0,365.0,29.7853632
621,65c21d0abf85afd03721ade8,307.0,0.0,0.0,193.0,0.0,968.0,812.0,180.0,34.48758952
622,65c21d0abf85afd03721ade9,307.0,0.0,0.0,193.0,0.0,968.0,812.0,365.0,36.14922668
623,65c21d0abf85afd03721adea,307.0,0.0,0.0,193.0,0.0,968.0,812.0,3.0,12.54156844
624,65c21d0abf85afd03721adeb,307.0,0.0,0.0,193.0,0.0,968.0,812.0,28.0,27.53077668
625,65c21d0abf85afd03721adec,307.0,0.0,0.0,193.0,0.0,968.0,812.0,90.0,32.922479
626,65c21d0abf85afd03721aded,236.0,0.0,0.0,193.0,0.0,968.0,885.0,7.0,9.99050724
627,65c21d0abf85afd03721adee,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7.0,7.83934212
628,65c21d0abf85afd03721adef,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28.0,12.24509376
629,65c21d0abf85afd03721adf0,225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7.0,11.1695112
630,65c21d0abf85afd03721adf1,225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28.0,17.3403214
631,65c21d0abf85afd03721adf2,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7.0,17.54026944
632,65c21d0abf85afd03721adf3,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28.0,30.57136584
633,65c21d0abf85afd03721adf4,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7.0,14.2032056
634,65c21d0abf85afd03721adf5,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28.0,24.49708228
635,65c21d0abf85afd03721adf6,300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7.0,15.57526284
636,65c21d0abf85afd03721adf7,300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28.0,26.84819544
637,65c21d0abf85afd03721adf8,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7.0,26.0621928
638,65c21d0abf85afd03721adf9,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28.0,38.21075992
639,65c21d0abf85afd03721adfa,400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28.0,43.69898888
640,65c21d0abf85afd03721adfb,400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7.0,30.14389072
641,65c21d0abf85afd03721adfc,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7.0,12.73462172
642,65c21d0abf85afd03721adfd,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28.0,20.87043852
643,65c21d0abf85afd03721adfe,350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7.0,20.27748916
644,65c21d0abf85afd03721adff,350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28.0,34.29453624
645,65c21d0abf85afd03721ae00,203.5,305.3,0.0,203.5,0.0,963.4,630.0,7.0,19.539060364
646,65c21d0abf85afd03721ae01,250.2,166.8,0.0,203.5,0.0,977.6,694.1,90.0,47.714497104
647,65c21d0abf85afd03721ae02,157.0,236.0,0.0,192.0,0.0,935.4,781.2,90.0,43.377003588
648,65c21d0abf85afd03721ae03,141.3,212.0,0.0,203.5,0.0,971.8,748.5,28.0,29.89223198
649,65c21d0abf85afd03721ae04,166.8,250.2,0.0,203.5,0.0,975.6,692.6,3.0,6.902344236
650,65c21d0abf85afd03721ae05,122.6,183.9,0.0,203.5,0.0,958.2,800.1,90.0,33.192064116
651,65c21d0abf85afd03721ae06,183.9,122.6,0.0,203.5,0.0,959.2,800.0,3.0,4.903553312
652,65c21d0abf85afd03721ae07,102.0,153.0,0.0,192.0,0.0,887.0,942.0,3.0,4.565020596
653,65c21d0abf85afd03721ae08,102.0,153.0,0.0,192.0,0.0,887.0,942.0,90.0,25.460969728
654,65c21d0abf85afd03721ae09,122.6,183.9,0.0,203.5,0.0,958.2,800.1,28.0,24.290928956
655,65c21d0abf85afd03721ae0a,166.8,250.2,0.0,203.5,0.0,975.6,692.6,28.0,33.947729812
656,65c21d0abf85afd03721ae0b,200.0,133.0,0.0,192.0,0.0,965.4,806.2,3.0,11.41427518
657,65c21d0abf85afd03721ae0c,108.3,162.4,0.0,203.5,0.0,938.2,849.0,28.0,20.593958644
658,65c21d0abf85afd03721ae0d,305.3,203.5,0.0,203.5,0.0,965.4,631.0,7.0,25.893960656
659,65c21d0abf85afd03721ae0e,108.3,162.4,0.0,203.5,0.0,938.2,849.0,90.0,29.231713972
660,65c21d0abf85afd03721ae0f,116.0,173.0,0.0,192.0,0.0,909.8,891.9,90.0,31.023662096
661,65c21d0abf85afd03721ae10,141.3,212.0,0.0,203.5,0.0,971.8,748.5,7.0,10.3938507
662,65c21d0abf85afd03721ae11,157.0,236.0,0.0,192.0,0.0,935.4,781.2,28.0,33.664355176
663,65c21d0abf85afd03721ae12,133.0,200.0,0.0,192.0,0.0,927.4,839.2,28.0,27.874825204
664,65c21d0abf85afd03721ae13,250.2,166.8,0.0,203.5,0.0,977.6,694.1,7.0,19.35014394
665,65c21d0abf85afd03721ae14,173.0,116.0,0.0,192.0,0.0,946.8,856.8,7.0,11.392211948
666,65c21d0abf85afd03721ae15,192.0,288.0,0.0,192.0,0.0,929.8,716.1,3.0,12.788400848
667,65c21d0abf85afd03721ae16,192.0,288.0,0.0,192.0,0.0,929.8,716.1,28.0,39.321505756
668,65c21d0abf85afd03721ae17,153.0,102.0,0.0,192.0,0.0,888.0,943.1,3.0,4.782205536
669,65c21d0abf85afd03721ae18,288.0,192.0,0.0,192.0,0.0,932.0,717.8,3.0,16.10960674
670,65c21d0abf85afd03721ae19,305.3,203.5,0.0,203.5,0.0,965.4,631.0,28.0,43.377003588
671,65c21d0abf85afd03721ae1a,236.0,157.0,0.0,192.0,0.0,972.6,749.1,7.0,20.416073836
672,65c21d0abf85afd03721ae1b,173.0,116.0,0.0,192.0,0.0,946.8,856.8,3.0,6.940954892
673,65c21d0abf85afd03721ae1c,212.0,141.3,0.0,203.5,0.0,973.4,750.0,7.0,15.0305768
674,65c21d0abf85afd03721ae1d,236.0,157.0,0.0,192.0,0.0,972.6,749.1,3.0,13.5654403
675,65c21d0abf85afd03721ae1e,183.9,122.6,0.0,203.5,0.0,959.2,800.0,90.0,32.53292506
676,65c21d0abf85afd03721ae1f,166.8,250.2,0.0,203.5,0.0,975.6,692.6,7.0,15.748321316
677,65c21d0abf85afd03721ae20,102.0,153.0,0.0,192.0,0.0,887.0,942.0,7.0,7.675936308
678,65c21d0abf85afd03721ae21,288.0,192.0,0.0,192.0,0.0,932.0,717.8,28.0,38.804398756
679,65c21d0abf85afd03721ae22,212.0,141.3,0.0,203.5,0.0,973.4,750.0,28.0,33.003837168
680,65c21d0abf85afd03721ae23,102.0,153.0,0.0,192.0,0.0,887.0,942.0,28.0,17.275510656
681,65c21d0abf85afd03721ae24,173.0,116.0,0.0,192.0,0.0,946.8,856.8,28.0,24.281965768
682,65c21d0abf85afd03721ae25,183.9,122.6,0.0,203.5,0.0,959.2,800.0,28.0,24.046164976
683,65c21d0abf85afd03721ae26,133.0,200.0,0.0,192.0,0.0,927.4,839.2,90.0,36.588422892
684,65c21d0abf85afd03721ae27,192.0,288.0,0.0,192.0,0.0,929.8,716.1,90.0,50.732333556
685,65c21d0abf85afd03721ae28,133.0,200.0,0.0,192.0,0.0,927.4,839.2,7.0,13.664035368
686,65c21d0abf85afd03721ae29,305.3,203.5,0.0,203.5,0.0,965.4,631.0,3.0,14.143910664
687,65c21d0abf85afd03721ae2a,236.0,157.0,0.0,192.0,0.0,972.6,749.1,90.0,47.782065752
688,65c21d0abf85afd03721ae2b,108.3,162.4,0.0,203.5,0.0,938.2,849.0,3.0,2.331807832
689,65c21d0abf85afd03721ae2c,157.0,236.0,0.0,192.0,0.0,935.4,781.2,7.0,16.889404096
690,65c21d0abf85afd03721ae2d,288.0,192.0,0.0,192.0,0.0,932.0,717.8,7.0,23.523542168
691,65c21d0abf85afd03721ae2e,212.0,141.3,0.0,203.5,0.0,973.4,750.0,3.0,6.8085755
692,65c21d0abf85afd03721ae2f,212.0,141.3,0.0,203.5,0.0,973.4,750.0,90.0,39.70002808
693,65c21d0abf85afd03721ae30,153.0,102.0,0.0,192.0,0.0,888.0,943.1,28.0,17.96429718
694,65c21d0abf85afd03721ae31,236.0,157.0,0.0,192.0,0.0,972.6,749.1,28.0,32.88455782
695,65c21d0abf85afd03721ae32,116.0,173.0,0.0,192.0,0.0,909.8,891.9,28.0,22.347985588
696,65c21d0abf85afd03721ae33,183.9,122.6,0.0,203.5,0.0,959.2,800.0,7.0,10.787541496
697,65c21d0abf85afd03721ae34,108.3,162.4,0.0,203.5,0.0,938.2,849.0,7.0,7.723510152
698,65c21d0abf85afd03721ae35,203.5,305.3,0.0,203.5,0.0,963.4,630.0,28.0,41.684340008
699,65c21d0abf85afd03721ae36,203.5,305.3,0.0,203.5,0.0,963.4,630.0,3.0,9.561653168
700,65c21d0abf85afd03721ae37,133.0,200.0,0.0,192.0,0.0,927.4,839.2,3.0,6.883728384
701,65c21d0abf85afd03721ae38,288.0,192.0,0.0,192.0,0.0,932.0,717.8,90.0,50.526869708
702,65c21d0abf85afd03721ae39,200.0,133.0,0.0,192.0,0.0,965.4,806.2,7.0,17.165883972
703,65c21d0abf85afd03721ae3a,200.0,133.0,0.0,192.0,0.0,965.4,806.2,28.0,30.439675924
704,65c21d0abf85afd03721ae3b,250.2,166.8,0.0,203.5,0.0,977.6,694.1,3.0,9.731264264
705,65c21d0abf85afd03721ae3c,122.6,183.9,0.0,203.5,0.0,958.2,800.1,3.0,3.31982694
706,65c21d0abf85afd03721ae3d,153.0,102.0,0.0,192.0,0.0,888.0,943.1,90.0,26.322814728
707,65c21d0abf85afd03721ae3e,200.0,133.0,0.0,192.0,0.0,965.4,806.2,90.0,43.25082948
708,65c21d0abf85afd03721ae3f,116.0,173.0,0.0,192.0,0.0,909.8,891.9,3.0,6.280436884
709,65c21d0abf85afd03721ae40,173.0,116.0,0.0,192.0,0.0,946.8,856.8,90.0,32.102692036
710,65c21d0abf85afd03721ae41,250.2,166.8,0.0,203.5,0.0,977.6,694.1,28.0,36.964187312
711,65c21d0abf85afd03721ae42,305.3,203.5,0.0,203.5,0.0,965.4,631.0,90.0,54.598914964
712,65c21d0abf85afd03721ae43,192.0,288.0,0.0,192.0,0.0,929.8,716.1,7.0,21.48062478
713,65c21d0abf85afd03721ae44,157.0,236.0,0.0,192.0,0.0,935.4,781.2,3.0,9.694722036
714,65c21d0abf85afd03721ae45,153.0,102.0,0.0,192.0,0.0,888.0,943.1,7.0,8.374375496
715,65c21d0abf85afd03721ae46,141.3,212.0,0.0,203.5,0.0,971.8,748.5,90.0,39.6621069
716,65c21d0abf85afd03721ae47,116.0,173.0,0.0,192.0,0.0,909.8,891.9,7.0,10.089791784
717,65c21d0abf85afd03721ae48,141.3,212.0,0.0,203.5,0.0,971.8,748.5,3.0,4.827710952
718,65c21d0abf85afd03721ae49,122.6,183.9,0.0,203.5,0.0,958.2,800.1,7.0,10.354550568
719,65c21d0abf85afd03721ae4a,166.8,250.2,0.0,203.5,0.0,975.6,692.6,90.0,43.565230536
720,65c21d0abf85afd03721ae4b,203.5,305.3,0.0,203.5,0.0,963.4,630.0,90.0,51.863763672
721,65c21d0abf85afd03721ae4c,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3.0,11.85209244
722,65c21d0abf85afd03721ae4d,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7.0,17.24379476
723,65c21d0abf85afd03721ae4e,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28.0,27.82725136
724,65c21d0abf85afd03721ae4f,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90.0,35.76312012
725,65c21d0abf85afd03721ae50,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120.0,38.70028788
